						categories

INSERT INTO `categories` (`id`, `title`, `description`, `slug`, `image`, `created_at`, `updated_at`) VALUES
(1, 'Electronics', 'Perfect gift for friends and family', 1, 'img-1.png', '0000-00-00 00:00:00', '0000-00-00 00:00:00'),
(2, 'Women', 'Made from eco-friendly and sustainable materials', 1, 'img-2.png', '0000-00-00 00:00:00', '0000-00-00 00:00:00'),
(3, 'Men', 'Available in a variety of colors and sizes', 1, 'img-3.png', '0000-00-00 00:00:00', '0000-00-00 00:00:00'),
(4, 'Home', 'Affordable and stylish option for everyday use', 1, 'img-5.png', '0000-00-00 00:00:00', '0000-00-00 00:00:00'),
(5, 'Beauty', 'Easy to clean and maintain', 1, 'img-11.png', '0000-00-00 00:00:00', '0000-00-00 00:00:00');




						sub_categories

INSERT INTO `sub_categories` (`id`, `category_id`, `title`, `description`, `created_at`, `updated_at`) VALUES
(1, 1, 'Phone', 'Affordable and stylish option for everyday use', '0000-00-00 00:00:00', '0000-00-00 00:00:00'),
(2, 3, 'Men Shoes', 'Comfortable fit with adjustable straps', '0000-00-00 00:00:00', '0000-00-00 00:00:00'),
(3, 4, 'Kitchen', 'Comfortable fit with adjustable straps', '0000-00-00 00:00:00', '0000-00-00 00:00:00'),
(4, 2, 'Women Shoes', 'Available in a variety of colors and sizes', '0000-00-00 00:00:00', '0000-00-00 00:00:00'),
(5, 2, 'Women Pants', 'Designed for maximum performance and efficiency', '0000-00-00 00:00:00', '0000-00-00 00:00:00'),
(6, 1, 'Radio', 'High-quality product with durable materials', '0000-00-00 00:00:00', '0000-00-00 00:00:00'),
(7, 4, 'Bed', 'Easy to clean and maintain', '0000-00-00 00:00:00', '0000-00-00 00:00:00'),
(8, 4, 'Chair', 'Comfortable fit with adjustable straps', '0000-00-00 00:00:00', '0000-00-00 00:00:00'),
(9, 3, 'Men T-Shirts', 'Available in a variety of colors and sizes', '0000-00-00 00:00:00', '0000-00-00 00:00:00'),
(10, 3, 'Men Pants', 'High-quality product with durable materials', '0000-00-00 00:00:00', '0000-00-00 00:00:00');




						Products

insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (1, 9, 'Fitness Tracker', 'Just In', 'Versatile and multi-functional design', 'HP', 'Sony', 147.13, 15.58, '294590367681', 'no', 4, 0, '21-07-2022', '03-06-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (50, 7, 'Tablet', 'Latest Addition', 'Elegant and sophisticated choice for special occasions', 'Apple', 'Nike', 62.71, 50.33, '409331058999', 'no', 10, 1, '10-02-2022', '27-10-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (51, 3, 'Fitness Tracker', 'New Arrival', 'Fashion-forward and trendy accessory', 'Adidas', 'Coca-Cola', 561.99, 73.67, '749795028478', 'no', 1, 1, '10-12-2023', '06-06-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (52, 8, 'Smartwatch', 'Just In', 'Elegant and sophisticated choice for special occasions', 'Adidas', 'Sony', 807.43, 86.44, '668152974105', 'no', 7, 1, '23-03-2022', '18-01-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (53, 8, 'Tablet', 'New Arrival', 'Premium craftsmanship and attention to detail', 'Microsoft', 'Samsung', 994.16, 21.8, '071674987498', 'no', 3, 1, '04-06-2022', '10-06-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (54, 2, 'Tablet', 'Fresh Release', 'Elegant and sophisticated choice for special occasions', 'Dell', 'Honda', 506.27, 14.72, '268710291604', 'yes', 1, 1, '15-10-2023', '24-01-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (55, 4, 'Headphones', 'Brand New', 'Elegant and sophisticated choice for special occasions', 'Adidas', 'Toyota', 339.01, 21.47, '670893434166', 'no', 5, 0, '04-12-2023', '19-11-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (56, 5, 'Headphones', 'Fresh Release', 'Elegant and sophisticated choice for special occasions', 'Sony', 'Samsung', 726.74, 14.9, '551966538158', 'yes', 3, 0, '18-05-2023', '02-09-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (57, 1, 'Laptop', 'New Arrival', 'Elegant and sophisticated choice for special occasions', 'Dell', 'Adidas', 282.6, 58.68, '270207649409', 'no', 6, 0, '28-10-2023', '19-04-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (58, 4, 'Bluetooth Speaker', 'New Arrival', 'Affordable and stylish option for everyday use', 'Samsung', 'Samsung', 120.7, 60.21, '446348208847', 'yes', 4, 1, '21-03-2023', '24-11-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (59, 6, 'Laptop', 'Brand New', 'Fashion-forward and trendy accessory', 'HP', 'Adidas', 981.26, 51.67, '587910741960', 'yes', 7, 0, '19-08-2023', '04-05-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (60, 6, 'Camera', 'Latest Addition', 'Comfortable and ergonomic design for maximum comfort', 'Samsung', 'Apple', 895.6, 66.78, '491096692456', 'no', 9, 1, '07-12-2022', '28-10-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (61, 6, 'Gaming Console', 'Fresh Release', 'Innovative technology for enhanced performance', 'Sony', 'Samsung', 129.75, 30.5, '503653342786', 'yes', 7, 1, '17-11-2023', '20-02-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (62, 4, 'Fitness Tracker', 'Brand New', 'Elegant and sophisticated choice for special occasions', 'Sony', 'Toyota', 67.86, 59.29, '373069783820', 'yes', 4, 1, '31-01-2022', '19-07-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (63, 6, 'Gaming Console', 'Latest Addition', 'Innovative technology for enhanced performance', 'HP', 'Apple', 612.83, 26.29, '281087932307', 'no', 9, 1, '25-03-2022', '24-01-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (64, 7, 'TV', 'Fresh Release', 'Elegant and sophisticated choice for special occasions', 'Samsung', 'Pepsi', 832.76, 16.5, '260913200105', 'yes', 10, 0, '01-11-2022', '01-06-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (65, 5, 'Headphones', 'Brand New', 'Elegant and sophisticated choice for special occasions', 'Dell', 'Honda', 625.38, 41.11, '680132284216', 'yes', 4, 1, '20-04-2023', '25-05-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (66, 8, 'Smartwatch', 'Fresh Release', 'Innovative technology for enhanced performance', 'Nike', 'Samsung', 135.62, 35.62, '979211534831', 'no', 9, 1, '03-05-2023', '21-04-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (67, 8, 'Tablet', 'New Arrival', 'Sustainable and eco-friendly materials', 'LG', 'Nike', 803.61, 76.38, '565936808091', 'no', 3, 0, '18-08-2022', '15-12-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (68, 6, 'TV', 'Brand New', 'Innovative technology for enhanced performance', 'HP', 'Toyota', 273.65, 89.28, '438322659719', 'yes', 2, 0, '19-01-2023', '06-06-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (69, 10, 'Fitness Tracker', 'Fresh Release', 'Sustainable and eco-friendly materials', 'LG', 'Adidas', 278.66, 88.93, '139075258667', 'yes', 1, 0, '03-04-2023', '20-01-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (70, 2, 'Fitness Tracker', 'Just In', 'Innovative technology for enhanced performance', 'Dell', 'Apple', 225.65, 69.22, '083207113447', 'no', 4, 0, '24-07-2022', '28-06-2023');
